Name;Position;Age;Team_from;League_from;Team_to;League_to;Season;Market_value;Transfer_fee;ROI;PV
Luton Shelton;Left Winger;21;Helsingborg;Allsvenskan;Sheffield Utd.;Premier League;2006-2007;1300000;2700000;1.07692307692308;1400000
Yuki Abe;Defensive Midfield;25;JEF Utd. Chiba;J1 League;Urawa Reds;J1 League;2006-2007;400000;2700000;5.75;2300000
Francisco Rojas;Right-Back;26;Colo Colo;Chile;Sturm Graz;Bundesliga;2001-2002;NA;2660000;NA;NA
Colin Cameron;Central Midfield;28;Heart of Midl.;Scotland;Wolves;First Division;2001-2002;NA;2650000;NA;NA
Brett Ormerod;Centre-Forward;25;Blackpool;England;Southampton;Premier League;2001-2002;NA;2650000;NA;NA
Matías Vuoso;Centre-Forward;25;América;Liga MX Clausura;Santos Laguna;Liga MX Clausura;2006-2007;2000000;2650000;0.325;650000
Henning Berg;Right-Back;30;Man Utd;Premier League;Blackburn;England;2000-2001;NA;2630000;NA;NA
Gary Naysmith;Left-Back;21;Heart of Midl.;Scotland;Everton;Premier League;2000-2001;NA;2630000;NA;NA
Sotiris Kyrgiakos;Centre-Back;25;Panathinaikos;Super League;Rangers;Premiership;2004-2005;3800000;2630000;-0.307894736842105;-1170000
Ade Akinbiyi;Centre-Forward;31;Burnley;Championship;Sheffield Utd.;Championship;2005-2006;2750000;2630000;-0.0436363636363636;-120000
Gabriel Loeschbor;Centre-Back;25;Racing Club;Argentina;Stade Rennais;Ligue 1;2002-2003;NA;2610000;NA;NA
Petri Pasanen;Centre-Back;19;FC Lahti;Finland;AFC Ajax;Eredivisie;2000-2001;NA;2600000;NA;NA
Christian Dailly;Centre-Back;27;Blackburn;England;West Ham;Premier League;2000-2001;NA;2600000;NA;NA
Kléberson;Central Midfield;26;Man Utd;Premier League;Besiktas;Süper Lig;2005-2006;5500000;2600000;-0.527272727272727;-2900000
Marko Pantelic;Centre-Forward;27;Red Star;SuperLiga;Hertha BSC;1.Bundesliga;2006-2007;3800000;2600000;-0.315789473684211;-1200000
Razvan Cocis;Central Midfield;23;Sheriff;Moldova;Loko Moscow;Premier Liga;2006-2007;325000;2600000;7;2275000
Jesper Christiansen;Goalkeeper;22;Odense BK;Denmark;Rangers;Scotland;2000-2001;NA;2550000;NA;NA
Eric Djemba-Djemba;Defensive Midfield;23;Man Utd;Premier League;Aston Villa;Premier League;2004-2005;7000000;2540000;-0.637142857142857;-4460000
Nikola Lazetic;Right Winger;22;FK Obilic;Serbia;Fenerbahce;Süper Lig;2000-2001;NA;2500000;NA;NA
Tim Cornelisse;Right-Back;22;RKC Waalwijk;Eredivisie;Vitesse;Eredivisie;2000-2001;NA;2500000;NA;NA
Abdelilah Saber;Right-Back;26;Sporting CP;Liga NOS;SSC Napoli;Serie A;2000-2001;NA;2500000;NA;NA
Callum Davidson;Left-Back;24;Blackburn;England;Leicester;Premier League;2000-2001;NA;2500000;NA;NA
Fazli Ulusal;Centre-Forward;26;Antalyaspor;Süper Lig;Besiktas;Süper Lig;2000-2001;NA;2500000;NA;NA
Ole Martin Arst;Centre-Forward;25;KAA Gent;Jupiler Pro League;Standard Liège;Jupiler Pro League;2000-2001;NA;2500000;NA;NA
Feliciano Magro;Attacking Midfield;21;Grasshoppers;Super League;Udinese Calcio;Serie A;2000-2001;NA;2500000;NA;NA
Jean-François Gillet;Goalkeeper;21;Monza;Serie B;Bari;Serie A;2000-2001;NA;2500000;NA;NA
Dimitar Berbatov;Centre-Forward;19;CSKA Sofia;Bulgaria;Bay. Leverkusen;1.Bundesliga;2000-2001;NA;2500000;NA;NA
Tiago;Central Midfield;20;Braga;Portugal;Benfica;Portugal;2001-2002;NA;2500000;NA;NA
Ümit Karan;Centre-Forward;24;Genclerbirligi;Süper Lig;Galatasaray;Süper Lig;2001-2002;NA;2500000;NA;NA
Ali Karimi;Attacking Midfield;22;Persepolis;Iran;Al-Ahli (UAE);United Arab Emirates;2001-2002;NA;2500000;NA;NA
Daniel Andersson;Centre-Back;23;Bari;Serie B;Venezia;Serie A;2001-2002;NA;2500000;NA;NA
Fatih Akyel;Right-Back;23;Galatasaray;Süper Lig;RCD Mallorca;LaLiga;2001-2002;NA;2500000;NA;NA
Pierre van Hooijdonk;Centre-Forward;31;Benfica;Portugal;Feyenoord;Eredivisie;2001-2002;NA;2500000;NA;NA
Vladimir Janocko;Attacking Midfield;24;AO Xanthi;Super League;Austria Vienna;Bundesliga;2001-2002;NA;2500000;NA;NA
Luigi Sala;Centre-Back;27;AC Milan;Serie A;Atalanta;Serie A;2001-2002;NA;2500000;NA;NA
Pascal Nouma;Centre-Forward;29;Besiktas;Süper Lig;Marseille;Ligue 1;2001-2002;NA;2500000;NA;NA
Jurgen Cavens;Centre-Forward;22;Lierse SK;Jupiler Pro League;Standard Liège;Jupiler Pro League;2001-2002;NA;2500000;NA;NA
Peter Thorne;Centre-Forward;28;Stoke City;England;Cardiff;Wales;2001-2002;NA;2500000;NA;NA
Daniel Rossi;Defensive Midfield;20;São Paulo;Brazil;Kawasaki Front.;J2 League;2001-2002;NA;2500000;NA;NA
Manuel Friedrich;Centre-Back;22;1.FSV Mainz 05;2.Bundesliga;Werder Bremen;1.Bundesliga;2002-2003;NA;2500000;NA;NA
Sasa Bjelanovic;Centre-Forward;23;NK Varazdin;Croatia;Como;Serie A;2002-2003;NA;2500000;NA;NA
Vladimir Manchev;Centre-Forward;24;CSKA Sofia;Bulgaria;LOSC Lille;Ligue 1;2002-2003;NA;2500000;NA;NA
Hervé Nzelo-Lembi;Centre-Back;26;Club Brugge;Jupiler Pro League;1.FC K'lautern;1.Bundesliga;2002-2003;NA;2500000;NA;NA
Federico Giunti;Defensive Midfield;30;Brescia;Serie A;Besiktas;Süper Lig;2002-2003;NA;2500000;NA;NA
Carsten Jancker;Centre-Forward;27;Bayern Munich;1.Bundesliga;Udinese Calcio;Serie A;2002-2003;NA;2500000;NA;NA
Mario Frick;Centre-Forward;27;Hellas Verona;Serie B;Ternana;Serie B;2002-2003;NA;2500000;NA;NA
Sean Gregan;Centre-Back;28;Preston NE;First Division;West Brom;Premier League;2002-2003;NA;2500000;NA;NA
Anthony Le Tallec;Centre-Forward;17;Le Havre U19;France;Liverpool;Premier League;2002-2003;NA;2500000;NA;NA
Kily González;Left Midfield;28;Valencia CF;LaLiga;Inter;Serie A;2003-2004;NA;2500000;NA;NA
Gustavo Munúa;Goalkeeper;25;Nacional;Uruguay;Dep. La Coruña;LaLiga;2003-2004;NA;2500000;NA;NA
Zied Jaziri;Centre-Forward;24;ES Sahel;Tunisia;Gaziantepspor;Süper Lig;2003-2004;NA;2500000;NA;NA
Osmar Ferreyra;Attacking Midfield;20;River Plate;Argentina;CSKA Moscow;Premier Liga;2003-2004;NA;2500000;NA;NA
Hakan Yakin;Attacking Midfield;26;FC Basel;Super League;VfB Stuttgart;1.Bundesliga;2003-2004;NA;2500000;NA;NA
Stepan Vachousek;Left Midfield;23;Slavia Prag;HET Liga;Marseille;Ligue 1;2003-2004;NA;2500000;NA;NA
Dejan Stefanovic;Centre-Back;28;Vitesse;Eredivisie;Portsmouth;Premier League;2003-2004;NA;2500000;NA;NA
Ianis Zicu;Attacking Midfield;19;Dinamo Bukarest;Romania;Inter;Serie A;2003-2004;NA;2500000;NA;NA
Karel D'Haene;Centre-Back;22;Royal Antwerp;Jupiler Pro League;Trabzonspor;Süper Lig;2003-2004;NA;2500000;NA;NA
Zisis Vryzas;Centre-Forward;30;Perugia;Serie A;Fiorentina;Serie B;2003-2004;NA;2500000;NA;NA
Thomas Christiansen;Centre-Forward;30;VfL Bochum;1.Bundesliga;Hannover 96;1.Bundesliga;2003-2004;NA;2500000;NA;NA
Sixto Peralta;Central Midfield;24;Racing Club;Argentina;Santos Laguna;Mexico;2003-2004;NA;2500000;NA;NA
Carlos Alberto;Attacking Midfield;19;Fluminense;Brazil;FC Porto;Liga NOS;2003-2004;NA;2500000;NA;NA
Jan Lastuvka;Goalkeeper;20;Banik Ostrava;HET Liga;Shakhtar D.;Premier Liga;2003-2004;NA;2500000;NA;NA
Leandro Romagnoli;Attacking Midfield;23;San Lorenzo;Argentina;Tiburones Rojos;Mexico;2004-2005;3000000;2500000;-0.166666666666667;-500000
Sergey Semak;Central Midfield;28;CSKA Moscow;Premier Liga;Paris SG;Ligue 1;2004-2005;1000000;2500000;1.5;1500000
Emile Mpenza;Centre-Forward;26;Standard Liège;Jupiler Pro League;Hamburger SV;1.Bundesliga;2004-2005;NA;2500000;NA;NA
Ricardo Fuller;Centre-Forward;24;Preston NE;Championship;Portsmouth;Premier League;2004-2005;NA;2500000;NA;NA
Adailton;Centre-Back;21;EC Vitória;Brazil;Stade Rennais;Ligue 1;2004-2005;NA;2500000;NA;NA
Andreas Görlitz;Right-Back;22;1860 Munich;2.Bundesliga;Bayern Munich;1.Bundesliga;2004-2005;NA;2500000;NA;NA
Giorgi Demetradze;Centre-Forward;28;Metalurh D.;Premier Liga;Spartak V.;Premier Liga;2004-2005;NA;2500000;NA;NA
Lima;Centre-Forward;23;Braga;Liga NOS;Atlético-PR;Série A;2004-2005;NA;2500000;NA;NA
Mauro Rosales;Right Midfield;23;Newell's;Argentina;AFC Ajax;Eredivisie;2004-2005;NA;2500000;NA;NA
Thiago Silva;Centre-Back;20;Juventude;Série A;FC Porto;Liga NOS;2004-2005;NA;2500000;NA;NA
Enzo Maresca;Central Midfield;25;Juventus;Serie A;Sevilla FC;LaLiga;2005-2006;7500000;2500000;-0.666666666666667;-5000000
França;Centre-Forward;29;Bay. Leverkusen;1.Bundesliga;Kashiwa Reysol;J1 League;2005-2006;5000000;2500000;-0.5;-2500000
Luis Jiménez;Attacking Midfield;21;Ternana;Serie B;Fiorentina;Serie A;2005-2006;4000000;2500000;-0.375;-1500000
Shinji Ono;Attacking Midfield;26;Feyenoord;Eredivisie;Urawa Reds;J1 League;2005-2006;3750000;2500000;-0.333333333333333;-1250000
Wesley Sonck;Centre-Forward;26;AFC Ajax;Eredivisie;Bor. M'gladbach;1.Bundesliga;2005-2006;3500000;2500000;-0.285714285714286;-1000000
Thimothée Atouba;Left-Back;23;Spurs;Premier League;Hamburger SV;1.Bundesliga;2005-2006;3000000;2500000;-0.166666666666667;-500000
Nicolás Frutos;Centre-Forward;24;Independiente;Torneo Final;RSC Anderlecht;Jupiler Pro League;2005-2006;3000000;2500000;-0.166666666666667;-500000
Lukas Zelenka;Attacking Midfield;26;Sparta Praha;HET Liga;Manisaspor;Süper Lig;2005-2006;2500000;2500000;0;0
Nuno Espírito Santo;Goalkeeper;31;FC Porto;Liga NOS;Dinamo Moscow;Premier Liga;2005-2006;2500000;2500000;0;0
Takayuki Suzuki;Centre-Forward;29;Kashima Antlers;J1 League;Red Star;SuperLiga;2005-2006;2500000;2500000;0;0
Bakari Koné;Right Winger;23;FC Lorient;Ligue 2;OGC Nice;Ligue 1;2005-2006;2250000;2500000;0.111111111111111;250000
Luciano Galletti;Right Winger;25;Real Zaragoza;LaLiga;Atlético Madrid;LaLiga;2005-2006;2000000;2500000;0.25;500000
Nunes;Centre-Back;28;Braga;Liga NOS;RCD Mallorca;LaLiga;2005-2006;1500000;2500000;0.666666666666667;1000000
Mark González;Left Winger;20;Albacete;LaLiga2;Liverpool;Premier League;2005-2006;1500000;2500000;0.666666666666667;1000000
Ron Vlaar;Centre-Back;20;AZ Alkmaar;Eredivisie;Feyenoord;Eredivisie;2005-2006;1500000;2500000;0.666666666666667;1000000
Morten Skoubo;Centre-Forward;25;Bröndby IF;Superligaen;Real Sociedad;LaLiga;2005-2006;1250000;2500000;1;1250000
Jorge Luís;Left-Back;29;Braga;Liga NOS;Dinamo Moscow;Premier Liga;2005-2006;1000000;2500000;1.5;1500000
Bostjan Cesar;Centre-Back;22;Dinamo Zagreb;1.HNL;Marseille;Ligue 1;2005-2006;1000000;2500000;1.5;1500000
Quincy Owusu-Abeyie;Left Winger;19;Arsenal;Premier League;Spartak Moscow;Premier Liga;2005-2006;750000;2500000;2.33333333333333;1750000
Edixon Perea;Centre-Forward;21;Atl. Nacional;Colombia;G. Bordeaux;Ligue 1;2005-2006;NA;2500000;NA;NA
Felipe;Left Winger;27;Fluminense;Série A;Al Sadd;Qatar;2005-2006;NA;2500000;NA;NA
Marcelinho Paraíba;Attacking Midfield;31;Hertha BSC;1.Bundesliga;Trabzonspor;Süper Lig;2006-2007;10000000;2500000;-0.75;-7500000
Modeste M'Bami;Defensive Midfield;23;Paris SG;Ligue 1;Marseille;Ligue 1;2006-2007;5000000;2500000;-0.5;-2500000
Kevin Kilbane;Left Midfield;29;Everton;Premier League;Wigan;Premier League;2006-2007;4500000;2500000;-0.444444444444444;-2000000
Angelos Charisteas;Centre-Forward;26;AFC Ajax;Eredivisie;Feyenoord;Eredivisie;2006-2007;4000000;2500000;-0.375;-1500000
Luigi Pieroni;Centre-Forward;26;AJ Auxerre;Ligue 1;FC Nantes;Ligue 1;2006-2007;4000000;2500000;-0.375;-1500000
Federico Insúa;Attacking Midfield;25;Independiente;Torneo Final;Boca Juniors;Torneo Final;2005-2006;4500000;2480000;-0.448888888888889;-2020000
Marcelo Delgado;Centre-Forward;30;Boca Juniors;Argentina;CD Cruz Azul;Mexico;2003-2004;NA;2450000;NA;NA
Júlio César;Goalkeeper;25;Flamengo;Série A;Inter;Serie A;2004-2005;2000000;2450000;0.225;450000
Cédric Roussel;Centre-Forward;23;Coventry City;Premier League;Wolves;England;2000-2001;NA;2400000;NA;NA
Per Frandsen;Right Midfield;30;Blackburn;England;Bolton;England;2000-2001;NA;2400000;NA;NA
Dennis Wise;Defensive Midfield;34;Chelsea;Premier League;Leicester;Premier League;2001-2002;NA;2400000;NA;NA
Edgaras Jankauskas;Centre-Forward;28;Real Sociedad;LaLiga;FC Porto;Liga NOS;2002-2003;NA;2400000;NA;NA
Fabrizio Miccoli;Centre-Forward;25;Fiorentina;Serie A;Juventus;Serie A;2004-2005;15000000;2400000;-0.84;-12600000
Erik Hagen;Centre-Back;29;Valerenga;Eliteserien;Zenit S-Pb;Premier Liga;2004-2005;2400000;2400000;0;0
Noé Pamarot;Centre-Back;25;OGC Nice;Ligue 1;Spurs;Premier League;2004-2005;NA;2400000;NA;NA
Cata Díaz;Centre-Back;25;Colón;Argentina;Boca Juniors;Argentina;2004-2005;NA;2400000;NA;NA
Naldo;Centre-Back;22;Juventude;Série A;Werder Bremen;1.Bundesliga;2005-2006;2750000;2400000;-0.127272727272727;-350000
Garry O'Connor;Centre-Forward;22;Hibernian FC;Premiership;Loko Moscow;Premier Liga;2005-2006;2000000;2400000;0.2;400000
Jhon Viáfara;Defensive Midfield;26;Once Caldas;Colombia;Portsmouth;Premier League;2005-2006;NA;2400000;NA;NA
Luciano;Right Midfield;24;Bologna;Serie A;Chievo Verona;Serie B;2000-2001;NA;2330000;NA;NA
Edgaras Jankauskas;Centre-Forward;25;Club Brugge;Jupiler Pro League;Real Sociedad;LaLiga;2000-2001;NA;2300000;NA;NA
Alan Mahon;Left Midfield;22;Sporting CP;Liga NOS;Blackburn;England;2000-2001;NA;2300000;NA;NA
Gustavo Nery;Left-Back;22;Guarani;Brazil;São Paulo;Brazil;2000-2001;NA;2300000;NA;NA
Ciriaco Sforza;Central Midfield;30;1.FC K'lautern;1.Bundesliga;Bayern Munich;1.Bundesliga;2000-2001;NA;2300000;NA;NA
Luís Boa Morte;Left Midfield;23;Southampton;Premier League;Fulham;Premier League;2001-2002;NA;2300000;NA;NA
Mark Wilson;Central Midfield;22;Man Utd;Premier League;Middlesbrough;Premier League;2001-2002;NA;2300000;NA;NA
Joonas Kolkka;Right Winger;26;PSV Eindhoven;Eredivisie;Panathinaikos;Super League;2001-2002;NA;2300000;NA;NA
Mbulelo Mabizela;Centre-Back;22;Orlando Pirates;South Africa;Spurs;Premier League;2003-2004;NA;2300000;NA;NA
Eyal Berkovic;Attacking Midfield;31;Celtic;Premiership;Man City;Premier League;2003-2004;NA;2300000;NA;NA
Roger;Attacking Midfield;26;Benfica;Liga NOS;Corinthians;Série A;2004-2005;1500000;2300000;0.533333333333333;800000
Mathieu Berson;Defensive Midfield;24;FC Nantes;Ligue 1;Aston Villa;Premier League;2004-2005;NA;2300000;NA;NA
Marek Heinz;Centre-Forward;26;Banik Ostrava;HET Liga;Bor. M'gladbach;1.Bundesliga;2004-2005;NA;2300000;NA;NA
Lisandro López;Centre-Forward;22;Racing Club;Torneo Final;FC Porto;Liga NOS;2005-2006;5500000;2300000;-0.581818181818182;-3200000
Michael Brown;Central Midfield;28;Spurs;Premier League;Fulham;Premier League;2005-2006;3000000;2300000;-0.233333333333333;-700000
Sören Larsen;Centre-Forward;23;Djurgarden;Allsvenskan;FC Schalke 04;1.Bundesliga;2005-2006;NA;2300000;NA;NA
Bruno Basto;Left-Back;23;Benfica;Portugal;G. Bordeaux;Ligue 1;2001-2002;NA;2280000;NA;NA
David Hopkin;Right Midfield;30;Bradford City;Premier League;Crystal Palace;England;2000-2001;NA;2250000;NA;NA
Paul Robinson;Centre-Forward;21;Newcastle;Premier League;MK Dons;England;2000-2001;NA;2250000;NA;NA
Karel Poborsky;Right Midfield;28;Benfica;Liga NOS;Lazio;Serie A;2000-2001;NA;2250000;NA;NA
Rab Douglas;Goalkeeper;28;Dundee FC;Scotland;Celtic;Scotland;2000-2001;NA;2250000;NA;NA
Erman Güracar;Centre-Back;25;Samsunspor;Süper Lig;Besiktas;Süper Lig;2000-2001;NA;2250000;NA;NA
Trevor Benjamin;Centre-Forward;21;Cambridge Utd.;England;Leicester;Premier League;2000-2001;NA;2250000;NA;NA
John Curtis;Right-Back;21;Man Utd;Premier League;Blackburn;England;2000-2001;NA;2250000;NA;NA
Mehdi Mahdavikia;Right Midfield;23;Persepolis;Iran;Hamburger SV;1.Bundesliga;2001-2002;NA;2250000;NA;NA
Mate Bilic;Centre-Forward;20;Hajduk Split;Croatia;Real Zaragoza;LaLiga;2001-2002;NA;2250000;NA;NA
Lucién Mettomo;Centre-Back;24;Saint-Étienne;Ligue 2;Man City;First Division;2001-2002;NA;2250000;NA;NA
Markus Weissenberger;Attacking Midfield;26;Arm. Bielefeld;2.Bundesliga;1860 Munich;1.Bundesliga;2001-2002;NA;2250000;NA;NA
Nathan Blake;Centre-Forward;29;Blackburn;Premier League;Wolves;First Division;2001-2002;NA;2250000;NA;NA
Thomas Hengen;Sweeper;26;VfL Wolfsburg;1.Bundesliga;1.FC K'lautern;1.Bundesliga;2001-2002;NA;2250000;NA;NA
Edwin Zoetebier;Goalkeeper;31;Vitesse;Eredivisie;Feyenoord;Eredivisie;2001-2002;NA;2250000;NA;NA
Christian Negouai;Defensive Midfield;23;RSC Charleroi;Jupiler Pro League;Man City;First Division;2001-2002;NA;2250000;NA;NA
Denis Lapaczinski;Defensive Midfield;19;SSV Reutlingen;2.Bundesliga;Hertha BSC;1.Bundesliga;2001-2002;NA;2250000;NA;NA
Mark Draper;Attacking Midfield;30;Aston Villa;Premier League;Southampton;Premier League;2001-2002;NA;2250000;NA;NA
Peter Crouch;Centre-Forward;20;QPR;England;Portsmouth;First Division;2001-2002;NA;2250000;NA;NA
David Thompson;Right Midfield;24;Coventry City;First Division;Blackburn;Premier League;2002-2003;NA;2250000;NA;NA
Danny Higginbotham;Centre-Back;24;Derby;First Division;Southampton;Premier League;2002-2003;NA;2250000;NA;NA
Aliou Cissé;Defensive Midfield;26;Paris SG;Ligue 1;Birmingham;Premier League;2002-2003;NA;2250000;NA;NA
Ulrik Laursen;Centre-Back;26;Hibernian FC;Scotland;Celtic;Scotland;2002-2003;NA;2250000;NA;NA
Magnus Hedman;Goalkeeper;29;Coventry City;First Division;Celtic;Scotland;2002-2003;NA;2250000;NA;NA
Clayton Zane;Centre-Forward;24;Lilleström SK;Eliteserien;RSC Anderlecht;Jupiler Pro League;2002-2003;NA;2250000;NA;NA
Henri Camara;Centre-Forward;26;CS Sedan;Ligue 2;Wolves;Premier League;2003-2004;NA;2250000;NA;NA
Silas;Attacking Midfield;26;Leiria;Liga NOS;Wolves;Premier League;2003-2004;NA;2250000;NA;NA
Tobias Rau;Left-Back;21;VfL Wolfsburg;1.Bundesliga;Bayern Munich;1.Bundesliga;2003-2004;NA;2250000;NA;NA
Maik Taylor;Goalkeeper;32;Fulham;Premier League;Birmingham;Premier League;2003-2004;NA;2250000;NA;NA
Robbie Blake;Second Striker;28;Burnley;Championship;Birmingham;Premier League;2004-2005;1750000;2250000;0.285714285714286;500000
Richard Chaplow;Central Midfield;20;Burnley;Championship;West Brom;Premier League;2004-2005;50000;2250000;44;2200000
Lomana LuaLua;Second Striker;23;Newcastle;Premier League;Portsmouth;Premier League;2004-2005;NA;2250000;NA;NA
Zoltán Gera;Central Midfield;25;Ferencváros;NB I.;West Brom;Premier League;2004-2005;NA;2250000;NA;NA
Fitz Hall;Centre-Back;23;Southampton;Premier League;Crystal Palace;Premier League;2004-2005;NA;2250000;NA;NA
Morten Gamst Pedersen;Central Midfield;22;Tromsø;Eliteserien;Blackburn;Premier League;2004-2005;NA;2250000;NA;NA
Milos Krasic;Central Midfield;19;Vojvodina;Serbia;CSKA Moscow;Premier Liga;2004-2005;NA;2250000;NA;NA
Nolberto Solano;Right Midfield;31;Aston Villa;Premier League;Newcastle;Premier League;2005-2006;5000000;2250000;-0.55;-2750000
Paul Konchesky;Left-Back;24;Charlton;Premier League;West Ham;Premier League;2005-2006;3500000;2250000;-0.357142857142857;-1250000
Diomansy Kamara;Right Winger;24;Modena;Serie B;West Brom;Premier League;2005-2006;2500000;2250000;-0.1;-250000
Darren Carter;Central Midfield;21;Birmingham;Premier League;West Brom;Premier League;2005-2006;2250000;2250000;0;0
Marek Heinz;Centre-Forward;28;Bor. M'gladbach;1.Bundesliga;Galatasaray;Süper Lig;2005-2006;1500000;2250000;0.5;750000
Damien Francis;Central Midfield;26;Norwich;Championship;Wigan;Premier League;2005-2006;550000;2250000;3.09090909090909;1700000
John Welsh;Central Midfield;21;Liverpool;Premier League;Hull City;Championship;2005-2006;250000;2250000;8;2000000
Danny Dichio;Centre-Forward;26;Sunderland;Premier League;West Brom;First Division;2001-2002;NA;2240000;NA;NA
Joachim Björklund;Centre-Back;30;Venezia;Serie A;Sunderland;Premier League;2001-2002;NA;2230000;NA;NA
Ricardo;Goalkeeper;30;Real Valladolid;LaLiga;Man Utd;Premier League;2002-2003;NA;2230000;NA;NA
Chris Riggott;Centre-Back;22;Derby;First Division;Middlesbrough;Premier League;2002-2003;NA;2230000;NA;NA
Stefan Postma;Goalkeeper;26;De Graafschap;Eredivisie;Aston Villa;Premier League;2002-2003;NA;2230000;NA;NA
Amdy Fayé;Defensive Midfield;26;AJ Auxerre;Ligue 1;Portsmouth;Premier League;2003-2004;NA;2230000;NA;NA
Neil McCann;Left Winger;29;Rangers;Premiership;Southampton;Premier League;2003-2004;NA;2230000;NA;NA
Peter Lövenkrands;Centre-Forward;20;Akademisk BK;Denmark;Rangers;Scotland;2000-2001;NA;2200000;NA;NA
Ivica Dragutinovic;Centre-Back;24;KAA Gent;Jupiler Pro League;Standard Liège;Jupiler Pro League;2000-2001;NA;2200000;NA;NA
Fredrik Berglund;Centre-Forward;22;Elfsborg;Sweden;Roda JC;Eredivisie;2001-2002;NA;2200000;NA;NA
Pieter Collen;Centre-Back;21;NEC Nijmegen;Eredivisie;Feyenoord;Eredivisie;2001-2002;NA;2200000;NA;NA
Rade Prica;Centre-Forward;22;Helsingborg;Sweden;Hansa Rostock;1.Bundesliga;2002-2003;NA;2200000;NA;NA
Christoph Preuß;Defensive Midfield;21;E. Frankfurt;2.Bundesliga;Bay. Leverkusen;1.Bundesliga;2002-2003;NA;2200000;NA;NA
Léo Lima;Attacking Midfield;21;Vasco da Gama;Brazil;CSKA Sofia;Bulgaria;2003-2004;NA;2200000;NA;NA
Emmanuel Eboué;Right-Back;21;KSK Beveren;Jupiler Pro League;Arsenal;Premier League;2004-2005;1800000;2200000;0.222222222222222;400000
Sergio Almirón;Central Midfield;23;Udinese Calcio;Serie A;FC Empoli;Serie B;2004-2005;NA;2200000;NA;NA
Vladimir Manchev;Centre-Forward;26;LOSC Lille;Ligue 1;Levante UD;LaLiga;2004-2005;NA;2200000;NA;NA
Tim Cahill;Attacking Midfield;24;Millwall;Championship;Everton;Premier League;2004-2005;NA;2200000;NA;NA
Gustavo Nery;Left-Back;27;Werder Bremen;1.Bundesliga;Corinthians;Série A;2005-2006;2500000;2200000;-0.12;-300000
Adam Virgo;Centre-Back;22;Brighton;Championship;Celtic;Premiership;2005-2006;NA;2200000;NA;NA
Adolfo Bautista;Second Striker;24;CF Pachuca;Mexico;Chivas;Mexico;2003-2004;NA;2150000;NA;NA
Francesc Arnau;Goalkeeper;25;FC Barcelona;LaLiga;Málaga CF;LaLiga;2000-2001;NA;2100000;NA;NA
Bernt Haas;Right-Back;22;Grasshoppers;Super League;Sunderland;Premier League;2000-2001;NA;2100000;NA;NA
Pascal Ojigwe;Defensive Midfield;23;1. FC Köln;1.Bundesliga;Bay. Leverkusen;1.Bundesliga;2000-2001;NA;2100000;NA;NA
Chris Makin;Left-Back;27;Sunderland;Premier League;Ipswich;Premier League;2000-2001;NA;2100000;NA;NA
Frank Verlaat;Centre-Back;32;AFC Ajax;Eredivisie;Werder Bremen;1.Bundesliga;2000-2001;NA;2100000;NA;NA
Ashley Ward;Centre-Forward;29;Blackburn;England;Bradford City;Premier League;2000-2001;NA;2100000;NA;NA
Lorenzo Amoruso;Centre-Back;32;Rangers;Premiership;Blackburn;Premier League;2003-2004;NA;2100000;NA;NA
Jason Roberts;Centre-Forward;25;West Brom;First Division;Wigan;First Division;2003-2004;NA;2100000;NA;NA
Srdjan Stanic;Attacking Midfield;21;OFK Beograd;Serbia;Spartak Moscow;Premier Liga;2003-2004;NA;2100000;NA;NA
Adriano;Left-Back;20;Coritiba FC;Série A;Sevilla FC;LaLiga;2004-2005;NA;2100000;NA;NA
Ivica Dragutinovic;Centre-Back;29;Standard Liège;Jupiler Pro League;Sevilla FC;LaLiga;2005-2006;2500000;2100000;-0.16;-400000
David Healy;Centre-Forward;21;Man Utd;Premier League;Preston NE;England;2000-2001;NA;2000000;NA;NA
Georgi Peev;Right Midfield;21;Lok. Sofia;Bulgaria;Dynamo Kyiv;Premier Liga;2000-2001;NA;2000000;NA;NA
Hervé Tum;Centre-Forward;21;FC Sion;Super League;FC Basel;Super League;2000-2001;NA;2000000;NA;NA
Goran Gavrancic;Centre-Back;22;Cukaricki;Serbia;Dynamo Kyiv;Premier Liga;2000-2001;NA;2000000;NA;NA
Elvir Bolic;Centre-Forward;28;Fenerbahce;Süper Lig;Rayo Vallecano;LaLiga;2000-2001;NA;2000000;NA;NA
Aleksandr Panov;Centre-Forward;24;Zenit S-Pb;Premier Liga;Saint-Étienne;Ligue 1;2000-2001;NA;2000000;NA;NA
Marzouq Al-Otaibi;Centre-Forward;0;Shabab;Saudi Arabia;Ittihad;Saudi Arabia;2000-2001;NA;2000000;NA;NA
Espen Baardsen;Goalkeeper;22;Spurs;Premier League;Watford;England;2000-2001;NA;2000000;NA;NA
Yann Lachuer;Attacking Midfield;28;SC Bastia;Ligue 1;AJ Auxerre;Ligue 1;2001-2002;NA;2000000;NA;NA
Nenad Jestrovic;Centre-Forward;25;Exc. Mouscron;Jupiler Pro League;RSC Anderlecht;Jupiler Pro League;2001-2002;NA;2000000;NA;NA
Mbo Mpenza;Centre-Forward;25;Galatasaray;Süper Lig;Exc. Mouscron;Jupiler Pro League;2001-2002;NA;2000000;NA;NA
Andrés Fleurquín;Defensive Midfield;26;Sturm Graz;Bundesliga;Galatasaray;Süper Lig;2001-2002;NA;2000000;NA;NA
